Date,Close
2017-12-12,290.01
2017-12-13,272.4
2017-12-14,294.0
2017-12-15,293.97
2017-12-16,311.4
2017-12-17,352.0
2017-12-18,338.48
2017-12-19,302.7
2017-12-20,302.0
2017-12-21,250.99
2017-12-22,253.44
2017-12-23,262.9
2017-12-24,261.2
2017-12-25,277.98
2017-12-26,262.59
2017-12-27,244.68
2017-12-28,238.27
2017-12-29,206.03
2017-12-30,223.69
2017-12-31,222.61
2018-01-01,247.33
2018-01-02,238.77
2018-01-03,233.0
2018-01-04,240.54
2018-01-05,275.28
2018-01-06,269.01
2018-01-07,252.65
2018-01-08,244.48
2018-01-09,247.63
2018-01-10,223.77
2018-01-11,233.11
2018-01-12,257.98
2018-01-13,234.12
2018-01-14,229.5
2018-01-15,179.28
2018-01-16,182.44
2018-01-17,186.14
2018-01-18,191.42
2018-01-19,210.4
2018-01-20,190.16
2018-01-21,178.0
2018-01-22,176.98
2018-01-23,180.89
2018-01-24,179.59
2018-01-25,177.09
2018-01-26,182.1
2018-01-27,196.74
2018-01-28,181.5
2018-01-29,168.21
2018-01-30,165.19
2018-01-31,143.69
2018-02-01,131.68
2018-02-02,160.3
2018-02-03,147.09
2018-02-04,125.17
2018-02-05,141.0
2018-02-06,137.21
2018-02-07,142.37
2018-02-08,163.73
2018-02-09,154.65
2018-02-10,148.28
2018-02-11,161.49
2018-02-12,159.63
2018-02-13,212.25
2018-02-14,220.64
2018-02-15,228.08
2018-02-16,228.0
2018-02-17,213.66
2018-02-18,221.44
2018-02-19,228.51
2018-02-20,209.6
2018-02-21,192.61
2018-02-22,206.4
2018-02-23,206.5
2018-02-24,217.78
2018-02-25,218.5
2018-02-26,214.6
2018-02-27,201.86
2018-02-28,209.17
2018-03-01,212.8
2018-03-02,210.04
2018-03-03,213.19
2018-03-04,210.14
2018-03-05,196.24
2018-03-06,185.25
2018-03-07,175.24
2018-03-08,185.79
2018-03-09,176.74
2018-03-10,188.16
2018-03-11,177.8
2018-03-12,175.01
2018-03-13,160.15
2018-03-14,164.0
2018-03-15,164.1
